MATC,MATK,TEN,LOAI,GIONG,NGAYSINH,GIOITINH,TINHTRANGSUCKHOE
5426,24374,Jane,Chó,Ta,2024-05-24,Nữ,Khỏe
5427,15581,John,Chó,Ta,2020-08-24,Nam,Khỏe
5428,6534,John,Mèo,Ta,2022-10-23,Nữ,Khỏe
5429,29810,Jane,Chó,Ta,2021-01-05,Nữ,Khỏe
5430,13953,Jane,Chó,Ta,2023-07-01,Nam,Khỏe
5431,25991,John,Chó,Ta,2021-08-05,Nữ,Khỏe
5432,12095,John,Chó,Ta,2021-06-03,Nữ,Khỏe
5433,459,Jane,Mèo,Ta,2020-10-21,Nam,Khỏe
5434,23321,John,Chó,Ta,2022-04-27,Nữ,Khỏe
5435,6857,John,Mèo,Ta,2021-08-30,Nam,Khỏe
5436,6422,Jane,Mèo,Ta,2024-09-09,Nữ,Khỏe
5437,9323,John,Chó,Ta,2023-11-10,Nam,Khỏe
5438,28851,John,Mèo,Ta,2024-12-18,Nữ,Khỏe
5439,25604,Jane,Chó,Ta,2024-03-22,Nữ,Khỏe
5440,26677,Jane,Chó,Ta,2022-05-26,Nam,Khỏe
5441,21292,John,Chó,Ta,2020-01-12,Nữ,Khỏe
5442,19241,Jane,Mèo,Ta,2022-08-10,Nam,Khỏe
5443,28807,John,Mèo,Ta,2020-03-27,Nam,Khỏe
5444,25692,John,Chó,Ta,2024-01-26,Nữ,Khỏe
5445,6973,John,Mèo,Ta,2023-11-19,Nữ,Khỏe
5446,13537,John,Chó,Ta,2020-07-12,Nam,Khỏe
5447,13374,Jane,Mèo,Ta,2024-10-20,Nữ,Khỏe
5448,3061,Jane,Chó,Ta,2023-12-21,Nữ,Khỏe
5449,6102,John,Mèo,Ta,2021-04-21,Nữ,Khỏe
5450,17395,John,Chó,Ta,2024-07-01,Nữ,Khỏe
5451,8602,John,Mèo,Ta,2023-09-24,Nam,Khỏe
5452,4779,Jane,Chó,Ta,2021-10-15,Nữ,Khỏe
5453,28542,Jane,Mèo,Ta,2020-12-31,Nam,Khỏe
5454,28123,Jane,Mèo,Ta,2023-09-15,Nữ,Khỏe
5455,23098,John,Mèo,Ta,2024-08-04,Nam,Khỏe
5456,29724,John,Chó,Ta,2023-04-19,Nam,Khỏe
5457,2552,John,Mèo,Ta,2023-11-23,Nữ,Khỏe
5458,9399,Jane,Mèo,Ta,2023-03-02,Nữ,Khỏe
5459,13731,John,Chó,Ta,2020-12-23,Nam,Khỏe
5460,16900,John,Mèo,Ta,2023-06-03,Nữ,Khỏe
5461,2082,John,Chó,Ta,2020-03-17,Nam,Khỏe
5462,29022,John,Chó,Ta,2023-08-13,Nam,Khỏe
5463,858,Jane,Mèo,Ta,2021-08-02,Nam,Khỏe
5464,188,John,Mèo,Ta,2020-06-28,Nam,Khỏe
5465,24800,Jane,Chó,Ta,2021-07-30,Nữ,Khỏe
5466,6104,John,Mèo,Ta,2020-09-07,Nữ,Khỏe
5467,26659,John,Mèo,Ta,2020-08-26,Nữ,Khỏe
5468,20416,Jane,Mèo,Ta,2024-10-30,Nam,Khỏe
5469,15742,John,Chó,Ta,2021-07-08,Nam,Khỏe
5470,26775,John,Mèo,Ta,2023-05-06,Nữ,Khỏe
5471,16743,Jane,Mèo,Ta,2023-05-18,Nam,Khỏe
5472,9363,Jane,Chó,Ta,2022-09-09,Nam,Khỏe
5473,13486,Jane,Mèo,Ta,2024-09-28,Nam,Khỏe
5474,5107,John,Chó,Ta,2022-01-16,Nữ,Khỏe
5475,24987,John,Chó,Ta,2022-08-02,Nữ,Khỏe
5476,24767,John,Mèo,Ta,2020-07-17,Nữ,Khỏe
5477,18226,John,Chó,Ta,2021-08-29,Nam,Khỏe
5478,14246,John,Mèo,Ta,2023-03-29,Nam,Khỏe
5479,26945,Jane,Chó,Ta,2024-05-15,Nam,Khỏe
5480,14072,John,Chó,Ta,2022-06-20,Nữ,Khỏe
5481,21931,Jane,Chó,Ta,2024-01-16,Nam,Khỏe
5482,1906,Jane,Chó,Ta,2022-10-31,Nam,Khỏe
5483,5951,John,Chó,Ta,2023-08-24,Nam,Khỏe
5484,17232,John,Mèo,Ta,2021-09-02,Nam,Khỏe
5485,17335,John,Mèo,Ta,2021-11-05,Nam,Khỏe
5486,29687,Jane,Mèo,Ta,2021-02-07,Nam,Khỏe
5487,10022,John,Chó,Ta,2023-12-31,Nam,Khỏe
5488,29185,Jane,Chó,Ta,2022-11-09,Nữ,Khỏe
5489,17352,Jane,Mèo,Ta,2023-11-20,Nam,Khỏe
5490,12839,John,Chó,Ta,2023-07-04,Nữ,Khỏe
5491,28126,Jane,Chó,Ta,2023-12-26,Nữ,Khỏe
5492,10286,Jane,Chó,Ta,2023-04-17,Nam,Khỏe
5493,11471,John,Mèo,Ta,2021-06-16,Nam,Khỏe
5494,9940,John,Chó,Ta,2023-01-29,Nam,Khỏe
5495,20185,John,Mèo,Ta,2022-12-23,Nam,Khỏe
5496,18166,Jane,Mèo,Ta,2020-10-16,Nữ,Khỏe
5497,24058,Jane,Chó,Ta,2023-06-27,Nữ,Khỏe
5498,17071,John,Chó,Ta,2020-02-24,Nữ,Khỏe
5499,16806,John,Chó,Ta,2023-01-16,Nam,Khỏe
5500,18737,John,Mèo,Ta,2021-12-06,Nữ,Khỏe
5501,22434,Jane,Chó,Ta,2022-06-11,Nữ,Khỏe
5502,12805,John,Chó,Ta,2024-07-10,Nữ,Khỏe
5503,22469,John,Mèo,Ta,2023-12-18,Nữ,Khỏe
5504,16011,John,Mèo,Ta,2021-11-06,Nam,Khỏe
5505,2726,Jane,Chó,Ta,2024-10-18,Nữ,Khỏe
5506,13704,Jane,Chó,Ta,2023-01-14,Nam,Khỏe
5507,16594,Jane,Chó,Ta,2023-06-29,Nam,Khỏe
5508,19061,John,Chó,Ta,2020-03-03,Nữ,Khỏe
5509,20138,Jane,Chó,Ta,2021-07-13,Nữ,Khỏe
5510,5453,John,Chó,Ta,2023-07-07,Nữ,Khỏe
5511,23896,Jane,Chó,Ta,2020-01-06,Nữ,Khỏe
5512,6962,John,Chó,Ta,2021-03-17,Nam,Khỏe
5513,20519,John,Chó,Ta,2023-07-24,Nữ,Khỏe
5514,3969,John,Chó,Ta,2023-05-16,Nữ,Khỏe
5515,8847,John,Chó,Ta,2021-09-15,Nam,Khỏe
5516,21589,Jane,Mèo,Ta,2020-10-22,Nữ,Khỏe
5517,12092,Jane,Mèo,Ta,2021-05-03,Nam,Khỏe
5518,20918,Jane,Mèo,Ta,2024-01-06,Nữ,Khỏe
5519,1488,Jane,Mèo,Ta,2020-11-30,Nam,Khỏe
5520,28292,Jane,Chó,Ta,2023-04-01,Nữ,Khỏe
5521,5625,Jane,Mèo,Ta,2023-06-04,Nữ,Khỏe
5522,14579,John,Mèo,Ta,2020-01-06,Nam,Khỏe
5523,6294,John,Chó,Ta,2023-02-26,Nam,Khỏe
5524,11401,John,Chó,Ta,2021-01-15,Nữ,Khỏe
5525,18104,Jane,Mèo,Ta,2023-09-29,Nữ,Khỏe
5526,21602,John,Mèo,Ta,2022-12-02,Nam,Khỏe
5527,14272,Jane,Mèo,Ta,2024-06-08,Nữ,Khỏe
5528,5338,Jane,Mèo,Ta,2024-06-14,Nam,Khỏe
5529,15613,Jane,Chó,Ta,2020-05-05,Nam,Khỏe
5530,18874,John,Chó,Ta,2024-06-23,Nữ,Khỏe
5531,19791,John,Mèo,Ta,2020-04-23,Nam,Khỏe
5532,6584,John,Mèo,Ta,2020-01-23,Nữ,Khỏe
5533,14618,John,Chó,Ta,2020-06-01,Nam,Khỏe
5534,9289,Jane,Chó,Ta,2024-03-29,Nam,Khỏe
5535,11710,Jane,Mèo,Ta,2023-08-05,Nữ,Khỏe
5536,19471,Jane,Mèo,Ta,2021-06-08,Nữ,Khỏe
5537,16875,John,Chó,Ta,2022-03-26,Nữ,Khỏe
5538,10355,John,Chó,Ta,2024-03-16,Nữ,Khỏe
5539,1675,Jane,Chó,Ta,2023-03-03,Nữ,Khỏe
5540,22737,John,Chó,Ta,2022-06-28,Nam,Khỏe
5541,25794,Jane,Chó,Ta,2023-10-02,Nữ,Khỏe
5542,20878,Jane,Chó,Ta,2020-05-04,Nữ,Khỏe
5543,20626,Jane,Chó,Ta,2020-09-24,Nam,Khỏe
5544,24392,John,Mèo,Ta,2022-07-22,Nam,Khỏe
5545,1150,Jane,Mèo,Ta,2021-04-05,Nữ,Khỏe
5546,21490,Jane,Mèo,Ta,2024-02-02,Nam,Khỏe
5547,16907,Jane,Mèo,Ta,2024-09-26,Nam,Khỏe
5548,16225,John,Mèo,Ta,2020-01-31,Nữ,Khỏe
5549,24474,John,Chó,Ta,2023-04-02,Nam,Khỏe
5550,27679,John,Mèo,Ta,2022-10-20,Nữ,Khỏe
5551,21922,John,Mèo,Ta,2024-12-25,Nam,Khỏe
5552,15502,Jane,Mèo,Ta,2020-03-18,Nữ,Khỏe
5553,22537,John,Chó,Ta,2022-10-25,Nam,Khỏe
5554,26535,Jane,Chó,Ta,2021-11-23,Nam,Khỏe
5555,20006,Jane,Mèo,Ta,2023-10-12,Nữ,Khỏe
5556,2707,Jane,Mèo,Ta,2020-07-06,Nữ,Khỏe
5557,4835,John,Mèo,Ta,2020-11-03,Nam,Khỏe
5558,341,John,Mèo,Ta,2024-07-02,Nam,Khỏe
5559,1380,John,Mèo,Ta,2020-12-30,Nữ,Khỏe
5560,20748,Jane,Chó,Ta,2022-10-21,Nam,Khỏe
5561,4272,John,Chó,Ta,2022-05-01,Nam,Khỏe
5562,8342,Jane,Chó,Ta,2023-01-18,Nữ,Khỏe
5563,21835,John,Mèo,Ta,2021-03-24,Nam,Khỏe
5564,21782,Jane,Mèo,Ta,2023-02-27,Nữ,Khỏe
5565,5442,John,Chó,Ta,2024-05-13,Nữ,Khỏe
5566,6416,John,Mèo,Ta,2020-03-02,Nữ,Khỏe
5567,6312,John,Mèo,Ta,2021-08-12,Nam,Khỏe
5568,23383,John,Chó,Ta,2024-06-02,Nữ,Khỏe
5569,10295,Jane,Mèo,Ta,2022-06-30,Nữ,Khỏe
5570,24129,John,Chó,Ta,2023-02-07,Nữ,Khỏe
5571,27622,John,Mèo,Ta,2021-09-27,Nữ,Khỏe
5572,4768,John,Chó,Ta,2020-10-25,Nam,Khỏe
5573,14689,Jane,Chó,Ta,2024-09-25,Nam,Khỏe
5574,2878,Jane,Mèo,Ta,2023-10-14,Nam,Khỏe
5575,27078,Jane,Mèo,Ta,2023-08-17,Nam,Khỏe
5576,2816,John,Mèo,Ta,2024-10-01,Nữ,Khỏe
5577,17052,Jane,Chó,Ta,2021-01-10,Nam,Khỏe
5578,10733,John,Mèo,Ta,2020-05-13,Nữ,Khỏe
5579,4367,John,Chó,Ta,2023-05-03,Nam,Khỏe
5580,25532,Jane,Mèo,Ta,2022-08-03,Nữ,Khỏe
5581,29560,John,Chó,Ta,2022-10-03,Nam,Khỏe
5582,28967,Jane,Chó,Ta,2023-01-12,Nam,Khỏe
5583,8541,John,Chó,Ta,2020-02-18,Nữ,Khỏe
5584,15927,Jane,Mèo,Ta,2021-10-18,Nam,Khỏe
5585,20184,John,Chó,Ta,2022-09-30,Nam,Khỏe
5586,19983,John,Chó,Ta,2020-06-10,Nam,Khỏe
5587,15855,John,Chó,Ta,2020-07-11,Nữ,Khỏe
5588,28898,John,Chó,Ta,2022-05-30,Nam,Khỏe
5589,16231,John,Mèo,Ta,2024-05-21,Nam,Khỏe
5590,10796,Jane,Chó,Ta,2021-08-23,Nam,Khỏe
5591,10041,Jane,Chó,Ta,2022-11-22,Nam,Khỏe
5592,8815,Jane,Mèo,Ta,2024-05-09,Nam,Khỏe
5593,20749,John,Chó,Ta,2024-10-14,Nữ,Khỏe
5594,11305,John,Chó,Ta,2023-06-02,Nam,Khỏe
5595,6763,Jane,Mèo,Ta,2020-10-12,Nam,Khỏe
5596,26456,John,Chó,Ta,2024-05-07,Nữ,Khỏe
5597,3611,John,Chó,Ta,2023-06-05,Nữ,Khỏe
5598,3814,John,Chó,Ta,2024-10-12,Nam,Khỏe
5599,21487,John,Mèo,Ta,2023-01-26,Nữ,Khỏe
5600,25880,Jane,Mèo,Ta,2020-11-07,Nữ,Khỏe
5601,17108,John,Mèo,Ta,2020-06-19,Nữ,Khỏe
5602,16410,Jane,Mèo,Ta,2021-09-15,Nữ,Khỏe
5603,27423,John,Mèo,Ta,2023-10-25,Nam,Khỏe
5604,27934,John,Mèo,Ta,2022-02-06,Nam,Khỏe
5605,6695,John,Chó,Ta,2023-05-01,Nam,Khỏe
5606,29259,Jane,Chó,Ta,2024-03-10,Nữ,Khỏe
5607,2349,Jane,Mèo,Ta,2024-07-27,Nữ,Khỏe
5608,223,John,Chó,Ta,2021-12-02,Nam,Khỏe
5609,25831,Jane,Mèo,Ta,2023-10-19,Nữ,Khỏe
5610,23991,John,Mèo,Ta,2020-07-02,Nam,Khỏe
5611,2001,John,Mèo,Ta,2021-03-27,Nữ,Khỏe
5612,22156,John,Mèo,Ta,2020-08-25,Nam,Khỏe
5613,6193,John,Mèo,Ta,2021-10-08,Nữ,Khỏe
5614,25535,Jane,Chó,Ta,2024-09-22,Nam,Khỏe
5615,29853,John,Chó,Ta,2021-11-12,Nữ,Khỏe
5616,23567,John,Mèo,Ta,2024-05-08,Nam,Khỏe
5617,10896,Jane,Mèo,Ta,2022-12-22,Nữ,Khỏe
5618,19076,John,Mèo,Ta,2020-06-05,Nữ,Khỏe
5619,22719,Jane,Mèo,Ta,2021-09-06,Nam,Khỏe
5620,8948,John,Chó,Ta,2022-02-08,Nam,Khỏe
5621,18602,Jane,Chó,Ta,2022-03-02,Nữ,Khỏe
5622,10347,Jane,Chó,Ta,2024-07-04,Nữ,Khỏe
5623,29446,John,Mèo,Ta,2024-12-19,Nữ,Khỏe
5624,10013,John,Mèo,Ta,2022-12-28,Nam,Khỏe
5625,26267,John,Mèo,Ta,2020-05-29,Nữ,Khỏe
5626,4908,John,Chó,Ta,2023-02-22,Nữ,Khỏe
5627,21719,John,Mèo,Ta,2022-10-31,Nữ,Khỏe
5628,15060,John,Mèo,Ta,2023-08-20,Nữ,Khỏe
5629,2421,Jane,Chó,Ta,2024-04-07,Nữ,Khỏe
5630,3704,John,Mèo,Ta,2022-07-22,Nam,Khỏe
5631,15843,John,Chó,Ta,2023-12-28,Nữ,Khỏe
5632,20073,John,Chó,Ta,2024-05-19,Nam,Khỏe
5633,26780,Jane,Chó,Ta,2023-03-05,Nữ,Khỏe
5634,22343,Jane,Mèo,Ta,2021-06-05,Nữ,Khỏe
5635,5762,Jane,Mèo,Ta,2023-05-25,Nam,Khỏe
5636,9085,John,Mèo,Ta,2020-11-25,Nam,Khỏe
5637,28694,John,Chó,Ta,2020-02-19,Nam,Khỏe
5638,14650,Jane,Mèo,Ta,2024-03-06,Nam,Khỏe
5639,25226,John,Mèo,Ta,2022-08-16,Nam,Khỏe
5640,14018,John,Mèo,Ta,2022-10-05,Nam,Khỏe
5641,13110,John,Chó,Ta,2024-07-04,Nam,Khỏe
5642,22077,John,Chó,Ta,2023-08-04,Nữ,Khỏe
5643,27886,John,Chó,Ta,2020-10-07,Nữ,Khỏe
5644,2521,John,Chó,Ta,2020-05-18,Nam,Khỏe
5645,19752,John,Mèo,Ta,2021-11-20,Nam,Khỏe
5646,21346,John,Mèo,Ta,2020-06-14,Nam,Khỏe
5647,13034,Jane,Mèo,Ta,2022-05-24,Nam,Khỏe
5648,2326,Jane,Chó,Ta,2023-07-18,Nam,Khỏe
5649,20092,John,Chó,Ta,2024-09-10,Nữ,Khỏe
5650,5313,John,Mèo,Ta,2020-04-23,Nam,Khỏe
5651,10970,John,Mèo,Ta,2022-09-26,Nam,Khỏe
5652,3149,John,Chó,Ta,2020-04-06,Nam,Khỏe
5653,7804,Jane,Mèo,Ta,2022-05-05,Nữ,Khỏe
5654,29904,Jane,Mèo,Ta,2020-02-04,Nữ,Khỏe
5655,17303,John,Chó,Ta,2024-03-20,Nữ,Khỏe
5656,19952,Jane,Mèo,Ta,2020-08-15,Nữ,Khỏe
5657,11327,Jane,Chó,Ta,2023-04-09,Nam,Khỏe
5658,21712,John,Mèo,Ta,2021-04-12,Nam,Khỏe
5659,10112,Jane,Chó,Ta,2023-01-02,Nữ,Khỏe
5660,1635,John,Mèo,Ta,2023-04-04,Nam,Khỏe
5661,23009,John,Chó,Ta,2020-07-24,Nam,Khỏe
5662,4782,Jane,Chó,Ta,2022-01-14,Nữ,Khỏe
5663,10146,Jane,Chó,Ta,2020-03-07,Nữ,Khỏe
5664,6608,John,Mèo,Ta,2024-07-01,Nam,Khỏe
5665,15493,John,Chó,Ta,2020-03-07,Nam,Khỏe
5666,2997,John,Chó,Ta,2020-10-08,Nam,Khỏe
5667,26332,Jane,Mèo,Ta,2023-03-22,Nữ,Khỏe
5668,24184,John,Chó,Ta,2020-03-20,Nữ,Khỏe
5669,29708,John,Chó,Ta,2024-01-16,Nữ,Khỏe
5670,9270,Jane,Mèo,Ta,2024-08-27,Nam,Khỏe
5671,26798,Jane,Mèo,Ta,2024-05-27,Nữ,Khỏe
5672,23067,John,Chó,Ta,2022-11-29,Nam,Khỏe
5673,205,Jane,Chó,Ta,2021-05-21,Nữ,Khỏe
5674,12546,John,Mèo,Ta,2022-06-24,Nam,Khỏe
5675,18503,Jane,Mèo,Ta,2020-12-05,Nam,Khỏe
5676,2759,John,Chó,Ta,2024-10-04,Nữ,Khỏe
5677,21041,John,Mèo,Ta,2021-03-27,Nam,Khỏe
5678,4999,Jane,Chó,Ta,2021-11-29,Nam,Khỏe
5679,31,Jane,Mèo,Ta,2022-10-24,Nam,Khỏe
5680,18279,Jane,Chó,Ta,2022-02-12,Nữ,Khỏe
5681,4824,John,Mèo,Ta,2024-08-23,Nữ,Khỏe
5682,27656,John,Chó,Ta,2022-06-27,Nam,Khỏe
5683,4063,Jane,Mèo,Ta,2020-10-08,Nữ,Khỏe
5684,16516,John,Chó,Ta,2023-05-27,Nam,Khỏe
5685,27020,Jane,Chó,Ta,2021-06-27,Nam,Khỏe
5686,1930,Jane,Chó,Ta,2024-02-28,Nữ,Khỏe
5687,600,John,Mèo,Ta,2020-03-05,Nam,Khỏe
5688,23114,John,Chó,Ta,2024-04-07,Nữ,Khỏe
5689,18700,John,Mèo,Ta,2023-05-20,Nữ,Khỏe
5690,21918,Jane,Chó,Ta,2020-12-25,Nam,Khỏe
5691,23054,Jane,Chó,Ta,2020-10-01,Nữ,Khỏe
5692,9802,Jane,Mèo,Ta,2020-01-12,Nữ,Khỏe
5693,13961,John,Mèo,Ta,2022-02-25,Nam,Khỏe
5694,28606,Jane,Mèo,Ta,2024-01-24,Nam,Khỏe
5695,27245,John,Mèo,Ta,2020-03-02,Nam,Khỏe
5696,13889,John,Chó,Ta,2024-12-25,Nam,Khỏe
5697,19274,Jane,Mèo,Ta,2020-11-26,Nữ,Khỏe
5698,12174,John,Mèo,Ta,2023-09-11,Nữ,Khỏe
5699,24488,John,Chó,Ta,2022-06-28,Nữ,Khỏe
5700,29534,Jane,Mèo,Ta,2020-12-11,Nữ,Khỏe
5701,19765,Jane,Mèo,Ta,2022-08-08,Nam,Khỏe
5702,26594,Jane,Mèo,Ta,2021-06-10,Nam,Khỏe
5703,16005,John,Chó,Ta,2023-02-02,Nam,Khỏe
5704,14200,Jane,Chó,Ta,2023-11-25,Nam,Khỏe
5705,1906,John,Mèo,Ta,2022-12-08,Nam,Khỏe
5706,20981,Jane,Mèo,Ta,2024-04-28,Nữ,Khỏe
5707,16777,Jane,Chó,Ta,2024-01-31,Nam,Khỏe
5708,7888,Jane,Mèo,Ta,2022-12-13,Nam,Khỏe
5709,5655,Jane,Mèo,Ta,2021-01-27,Nam,Khỏe
5710,25469,John,Chó,Ta,2024-04-28,Nữ,Khỏe
5711,9903,Jane,Chó,Ta,2020-11-11,Nam,Khỏe
5712,20300,John,Chó,Ta,2022-08-30,Nữ,Khỏe
5713,8792,Jane,Chó,Ta,2022-04-14,Nữ,Khỏe
5714,6719,Jane,Chó,Ta,2023-05-26,Nữ,Khỏe
5715,16367,John,Chó,Ta,2024-11-28,Nữ,Khỏe
5716,17474,John,Chó,Ta,2021-05-22,Nam,Khỏe
5717,26848,John,Chó,Ta,2020-05-12,Nữ,Khỏe
5718,26181,Jane,Chó,Ta,2024-08-02,Nữ,Khỏe
5719,29798,Jane,Mèo,Ta,2024-12-21,Nữ,Khỏe
5720,8242,Jane,Chó,Ta,2021-12-06,Nam,Khỏe
5721,14575,John,Chó,Ta,2020-06-23,Nam,Khỏe
5722,26365,Jane,Mèo,Ta,2023-10-18,Nam,Khỏe
5723,21575,Jane,Chó,Ta,2024-09-30,Nam,Khỏe
5724,9489,Jane,Mèo,Ta,2021-12-26,Nam,Khỏe
5725,21499,Jane,Chó,Ta,2020-09-03,Nữ,Khỏe
5726,10854,John,Mèo,Ta,2023-07-22,Nữ,Khỏe
5727,2789,John,Chó,Ta,2024-11-05,Nam,Khỏe
5728,14880,Jane,Mèo,Ta,2021-11-11,Nam,Khỏe
5729,24829,John,Chó,Ta,2024-09-28,Nữ,Khỏe
5730,29248,John,Chó,Ta,2020-07-28,Nữ,Khỏe
5731,23878,John,Mèo,Ta,2022-03-02,Nam,Khỏe
5732,20274,Jane,Chó,Ta,2020-06-14,Nam,Khỏe
5733,5023,John,Chó,Ta,2023-08-30,Nam,Khỏe
5734,12818,John,Chó,Ta,2023-12-10,Nam,Khỏe
5735,16763,Jane,Mèo,Ta,2021-10-25,Nữ,Khỏe
5736,22002,Jane,Mèo,Ta,2023-12-18,Nam,Khỏe
5737,25297,John,Chó,Ta,2020-07-19,Nữ,Khỏe
5738,15025,John,Chó,Ta,2020-11-02,Nữ,Khỏe
5739,6115,Jane,Chó,Ta,2021-11-05,Nữ,Khỏe
5740,10956,Jane,Mèo,Ta,2022-05-04,Nữ,Khỏe
5741,19794,Jane,Mèo,Ta,2020-11-16,Nam,Khỏe
5742,8963,John,Chó,Ta,2024-05-29,Nữ,Khỏe
5743,4222,John,Chó,Ta,2021-12-19,Nữ,Khỏe
5744,27055,Jane,Mèo,Ta,2022-12-17,Nữ,Khỏe
5745,9617,Jane,Mèo,Ta,2020-03-07,Nữ,Khỏe
5746,28051,John,Chó,Ta,2022-08-28,Nữ,Khỏe
5747,11915,Jane,Chó,Ta,2021-07-08,Nữ,Khỏe
5748,5912,John,Chó,Ta,2021-12-11,Nam,Khỏe
5749,25945,John,Mèo,Ta,2024-08-23,Nữ,Khỏe
5750,25194,John,Mèo,Ta,2024-06-24,Nữ,Khỏe
5751,17274,Jane,Mèo,Ta,2023-04-09,Nam,Khỏe
5752,28196,John,Chó,Ta,2022-10-07,Nam,Khỏe
5753,3626,Jane,Chó,Ta,2020-12-10,Nam,Khỏe
5754,16388,Jane,Mèo,Ta,2020-12-24,Nam,Khỏe
5755,13081,Jane,Chó,Ta,2023-12-19,Nữ,Khỏe
5756,16595,John,Mèo,Ta,2023-06-18,Nữ,Khỏe
5757,29712,Jane,Chó,Ta,2021-01-20,Nữ,Khỏe
5758,21474,Jane,Mèo,Ta,2021-09-13,Nam,Khỏe
5759,19371,Jane,Chó,Ta,2020-01-12,Nữ,Khỏe
5760,12099,Jane,Mèo,Ta,2022-11-21,Nam,Khỏe
5761,27737,Jane,Mèo,Ta,2020-12-04,Nam,Khỏe
5762,13837,John,Mèo,Ta,2021-02-18,Nam,Khỏe
5763,26096,John,Mèo,Ta,2024-05-05,Nữ,Khỏe
5764,6160,Jane,Mèo,Ta,2021-09-24,Nữ,Khỏe
5765,13895,John,Chó,Ta,2022-01-06,Nam,Khỏe
5766,14367,John,Mèo,Ta,2020-12-28,Nam,Khỏe
5767,22491,John,Chó,Ta,2024-01-29,Nữ,Khỏe
5768,28011,John,Mèo,Ta,2021-10-05,Nam,Khỏe
5769,14218,John,Chó,Ta,2024-09-29,Nam,Khỏe
5770,19647,John,Mèo,Ta,2024-06-22,Nữ,Khỏe
5771,8130,Jane,Mèo,Ta,2022-04-05,Nữ,Khỏe
5772,16337,Jane,Chó,Ta,2024-10-01,Nữ,Khỏe
5773,7677,Jane,Mèo,Ta,2024-08-14,Nữ,Khỏe
5774,3622,John,Chó,Ta,2022-10-23,Nam,Khỏe
5775,15661,Jane,Mèo,Ta,2021-03-07,Nam,Khỏe
5776,17109,John,Chó,Ta,2021-01-13,Nữ,Khỏe
5777,15554,Jane,Mèo,Ta,2022-12-05,Nam,Khỏe
5778,28093,John,Chó,Ta,2024-12-10,Nữ,Khỏe
5779,22584,John,Chó,Ta,2020-01-21,Nữ,Khỏe
5780,6203,Jane,Chó,Ta,2024-08-30,Nữ,Khỏe
5781,23014,John,Mèo,Ta,2021-06-21,Nữ,Khỏe
5782,1990,Jane,Mèo,Ta,2024-05-24,Nữ,Khỏe
5783,9472,Jane,Chó,Ta,2021-07-22,Nam,Khỏe
5784,10894,John,Mèo,Ta,2024-05-18,Nữ,Khỏe
5785,15855,John,Chó,Ta,2022-10-22,Nữ,Khỏe
5786,22560,Jane,Mèo,Ta,2020-05-21,Nam,Khỏe
5787,28183,Jane,Chó,Ta,2021-09-14,Nam,Khỏe
5788,5411,Jane,Chó,Ta,2024-08-09,Nữ,Khỏe
5789,22281,Jane,Mèo,Ta,2021-08-15,Nữ,Khỏe
5790,10264,John,Chó,Ta,2022-06-18,Nam,Khỏe
5791,3863,Jane,Chó,Ta,2024-03-20,Nữ,Khỏe
5792,10287,Jane,Chó,Ta,2022-06-11,Nữ,Khỏe
5793,1402,John,Chó,Ta,2024-10-22,Nam,Khỏe
5794,13976,Jane,Chó,Ta,2024-11-15,Nam,Khỏe
5795,15643,John,Mèo,Ta,2022-10-22,Nữ,Khỏe
5796,14464,John,Chó,Ta,2021-05-28,Nam,Khỏe
5797,6299,Jane,Chó,Ta,2023-11-17,Nam,Khỏe
5798,13013,John,Mèo,Ta,2022-08-17,Nữ,Khỏe
5799,27808,John,Mèo,Ta,2022-03-25,Nam,Khỏe
5800,6835,John,Chó,Ta,2024-07-01,Nam,Khỏe
5801,19578,Jane,Chó,Ta,2020-03-09,Nữ,Khỏe
5802,19794,John,Mèo,Ta,2023-04-03,Nữ,Khỏe
5803,22740,Jane,Chó,Ta,2022-03-17,Nam,Khỏe
5804,7407,Jane,Mèo,Ta,2024-03-02,Nam,Khỏe
5805,141,John,Mèo,Ta,2024-07-09,Nam,Khỏe
5806,12769,John,Mèo,Ta,2020-05-12,Nam,Khỏe
5807,20095,John,Mèo,Ta,2020-12-17,Nữ,Khỏe
5808,4062,John,Chó,Ta,2020-04-24,Nữ,Khỏe
5809,10897,John,Mèo,Ta,2024-02-12,Nữ,Khỏe
5810,21108,John,Mèo,Ta,2024-05-14,Nữ,Khỏe
5811,25501,John,Chó,Ta,2024-12-18,Nữ,Khỏe
5812,27213,John,Mèo,Ta,2020-09-06,Nữ,Khỏe
5813,13910,Jane,Chó,Ta,2020-04-01,Nữ,Khỏe
5814,25029,John,Chó,Ta,2020-02-25,Nữ,Khỏe
5815,22379,Jane,Mèo,Ta,2023-01-20,Nữ,Khỏe
5816,26222,Jane,Mèo,Ta,2020-05-29,Nam,Khỏe
5817,17793,Jane,Mèo,Ta,2022-10-28,Nữ,Khỏe
5818,29856,Jane,Chó,Ta,2023-01-16,Nam,Khỏe
5819,25871,Jane,Mèo,Ta,2022-11-11,Nam,Khỏe
5820,19279,John,Mèo,Ta,2023-06-14,Nam,Khỏe
5821,5281,Jane,Mèo,Ta,2020-09-15,Nữ,Khỏe
5822,16818,John,Chó,Ta,2020-09-21,Nam,Khỏe
5823,8915,John,Chó,Ta,2022-06-08,Nam,Khỏe
5824,16643,John,Chó,Ta,2024-12-27,Nam,Khỏe
5825,4399,Jane,Chó,Ta,2023-09-22,Nam,Khỏe
