MADK,MAGT,MATC,NGAYDANGKY,NGAYHETHAN,SOMUIDATIEM
6252,18,38763,2024-02-02,,1
6253,1,4585,2023-03-03,,4
6254,15,17864,2024-12-21,,4
6255,18,19388,2024-09-21,,4
6256,18,35918,2024-03-25,,0
6257,12,20760,2024-01-29,,0
6258,19,4770,2024-01-16,,5
6259,8,41633,2022-08-17,,1
6260,16,8774,2023-09-05,,0
6261,17,40128,2022-06-22,,3
6262,14,41197,2022-11-05,,1
6263,16,17514,2022-01-04,,2
6264,20,17893,2023-01-30,,1
6265,13,22580,2023-09-06,,2
6266,20,26866,2023-02-26,,2
6267,9,364,2023-12-18,,2
6268,9,43730,2023-03-18,,5
6269,2,9128,2024-12-18,,3
6270,16,16569,2023-06-11,,2
6271,14,18853,2023-02-14,,0
6272,7,36849,2022-07-31,,0
6273,7,33135,2022-09-23,,0
6274,7,8593,2023-04-09,,0
6275,4,17754,2023-11-06,,0
6276,2,32515,2022-05-17,,3
6277,13,42285,2022-04-30,,2
6278,18,13648,2023-03-02,,2
6279,7,4943,2022-08-27,,2
6280,12,37013,2023-12-18,,1
6281,10,29229,2022-08-06,,4
6282,18,18675,2024-08-06,,0
6283,1,17930,2024-09-21,,1
6284,16,30126,2023-11-20,,0
6285,13,6648,2022-03-11,,4
6286,20,11629,2023-01-07,,2
6287,5,4874,2024-05-03,,3
6288,12,42919,2024-02-07,,0
6289,12,8576,2022-08-18,,4
6290,19,16030,2024-12-07,,1
6291,12,35974,2024-10-15,,4
6292,2,44889,2022-10-08,,4
6293,5,16111,2023-10-21,,1
6294,7,43914,2023-12-08,,0
6295,8,13252,2024-06-19,,0
6296,18,6228,2024-03-23,,5
6297,12,26865,2022-04-25,,0
6298,4,10004,2022-04-14,,1
6299,18,27783,2024-05-25,,0
6300,18,22224,2023-10-05,,1
6301,1,22691,2024-03-24,,5
6302,15,34605,2023-11-20,,3
6303,20,40095,2022-10-22,,5
6304,9,12125,2023-03-10,,1
6305,2,23108,2024-11-05,,0
6306,1,30555,2023-02-20,,5
6307,5,11204,2024-09-11,,5
6308,3,28186,2022-08-07,,5
6309,9,30372,2024-10-03,,2
6310,10,30253,2024-07-29,,2
6311,1,29383,2022-02-23,,1
6312,5,1386,2023-12-11,,4
6313,10,44510,2024-11-26,,0
6314,14,17374,2023-06-12,,5
6315,3,28612,2023-07-02,,1
6316,17,41394,2022-01-06,,4
6317,8,39677,2022-09-16,,3
6318,19,17096,2023-08-20,,4
6319,19,33325,2022-04-12,,2
6320,6,43618,2022-03-23,,3
6321,14,39364,2023-09-17,,3
6322,6,34690,2023-07-17,,3
6323,1,26899,2023-04-06,,0
6324,18,16915,2024-09-28,,2
6325,8,1568,2022-04-06,,3
6326,20,38520,2022-11-18,,3
6327,6,22650,2022-06-17,,2
6328,14,25597,2023-11-05,,4
6329,2,18775,2022-08-18,,2
6330,17,3495,2024-01-10,,0
6331,5,19960,2024-12-29,,3
6332,20,24800,2024-09-27,,0
6333,17,37998,2022-01-26,,1
6334,14,386,2024-08-21,,5
6335,18,19036,2022-10-11,,0
6336,19,32598,2023-05-03,,5
6337,10,6874,2022-06-25,,5
6338,19,8970,2023-10-21,,0
6339,3,13074,2024-02-21,,5
6340,8,36982,2024-07-06,,2
6341,9,1375,2022-10-26,,1
6342,13,42248,2024-09-21,,3
6343,8,34144,2024-09-17,,5
6344,8,37603,2023-11-19,,5
6345,20,15805,2022-07-17,,2
6346,17,9580,2023-06-16,,0
6347,14,27412,2023-07-03,,5
6348,19,15006,2024-02-05,,5
6349,18,17263,2024-01-15,,2
6350,6,24496,2024-04-05,,3
6351,11,29229,2024-11-22,,2
6352,3,6207,2024-12-09,,3
6353,7,3921,2022-01-14,,5
6354,19,24521,2024-11-05,,5
6355,19,28898,2022-12-04,,4
6356,3,28455,2023-10-24,,2
6357,9,19637,2023-03-20,,3
6358,17,2988,2022-02-28,,5
6359,9,33176,2023-10-11,,3
6360,15,29811,2024-08-26,,1
6361,12,12795,2022-11-30,,2
6362,10,6099,2023-02-10,,2
6363,5,40226,2024-07-15,,1
6364,14,25777,2022-08-21,,3
6365,18,2511,2023-09-03,,0
6366,16,18429,2022-07-25,,1
6367,20,16010,2024-06-29,,3
6368,10,20026,2023-09-09,,0
6369,1,11303,2024-07-17,,4
6370,3,30730,2024-11-26,,2
6371,1,6577,2024-03-20,,0
6372,14,12167,2022-10-24,,2
6373,12,32413,2024-10-17,,0
6374,7,33994,2022-10-26,,5
6375,17,18000,2022-01-25,,3
6376,17,9186,2024-09-07,,1
6377,10,25699,2022-07-23,,1
6378,13,44366,2024-11-12,,4
6379,6,22674,2023-09-06,,4
6380,18,18697,2024-04-22,,1
6381,20,43639,2022-06-16,,1
6382,12,15163,2024-10-18,,5
6383,15,44010,2023-01-16,,3
6384,15,21331,2022-12-31,,2
6385,13,11216,2024-01-28,,0
6386,5,44513,2023-08-07,,0
6387,6,27084,2022-02-15,,0
6388,16,24310,2023-01-26,,1
6389,3,32859,2024-11-07,,2
6390,12,21896,2022-01-25,,4
6391,1,488,2024-12-30,,1
6392,6,20106,2023-12-08,,3
6393,11,10974,2024-05-03,,4
6394,9,33355,2024-03-09,,5
6395,15,18239,2022-12-17,,1
6396,4,16368,2024-10-16,,3
6397,5,9554,2024-09-30,,0
6398,8,30743,2024-01-04,,2
6399,12,44444,2022-12-27,,0
6400,11,17906,2024-12-22,,1
6401,7,9985,2022-08-22,,0
6402,15,7989,2022-01-16,,4
6403,1,28084,2023-09-23,,5
6404,20,21728,2022-08-22,,0
6405,19,19690,2022-01-03,,0
6406,14,19584,2023-10-15,,5
6407,3,27028,2024-10-16,,2
6408,5,27664,2024-02-07,,5
6409,11,23313,2023-04-30,,0
6410,16,999,2023-11-24,,4
6411,12,6069,2022-02-11,,0
6412,5,7997,2024-11-12,,0
6413,14,39241,2024-05-18,,2
6414,19,14718,2023-03-12,,0
6415,17,7726,2022-09-09,,0
6416,9,41322,2023-10-26,,2
6417,14,4317,2024-08-06,,5
6418,7,2972,2023-09-21,,4
6419,16,41007,2023-12-25,,5
6420,9,32549,2023-12-20,,1
6421,6,7101,2023-10-10,,0
6422,19,7850,2023-10-24,,3
6423,9,8540,2022-10-01,,3
6424,5,34178,2023-01-29,,5
6425,9,3486,2024-03-06,,5
6426,15,38772,2022-04-26,,1
6427,18,20486,2022-04-15,,2
6428,10,18358,2023-08-03,,3
6429,9,34391,2023-08-19,,1
6430,11,2220,2023-09-17,,1
6431,18,25033,2024-07-07,,2
6432,18,38038,2023-06-29,,4
6433,8,23157,2022-11-27,,2
6434,8,21809,2023-06-28,,0
6435,3,39784,2023-01-17,,0
6436,9,678,2023-08-14,,0
6437,5,8593,2022-06-25,,1
6438,17,21721,2023-10-13,,2
6439,17,39808,2023-03-27,,4
6440,4,12302,2023-01-22,,2
6441,4,41788,2023-09-09,,1
6442,13,15183,2022-09-06,,3
6443,18,40630,2023-02-03,,0
6444,8,25310,2024-11-16,,2
6445,19,31156,2022-06-05,,5
6446,18,41461,2023-11-27,,4
6447,8,44178,2022-06-30,,0
6448,12,10532,2022-11-05,,0
6449,4,1824,2022-11-18,,1
6450,18,39060,2023-04-25,,5
6451,20,6692,2022-04-25,,4
6452,15,39261,2024-12-21,,0
6453,7,28968,2024-05-18,,3
6454,11,40129,2022-05-15,,3
6455,1,19312,2022-06-07,,3
6456,15,41655,2023-06-30,,1
6457,2,2256,2023-06-19,,4
6458,19,22604,2022-08-09,,5
6459,15,9304,2022-02-21,,5
6460,6,11664,2024-03-10,,2
6461,17,17368,2022-02-07,,3
6462,14,18704,2024-06-08,,3
6463,1,7078,2022-07-10,,0
6464,7,20353,2023-09-11,,0
6465,13,37334,2023-01-24,,4
6466,3,7478,2022-02-01,,5
6467,3,1025,2024-01-30,,1
6468,19,39116,2023-05-10,,5
6469,6,31153,2023-08-21,,3
6470,6,30706,2023-01-14,,4
6471,3,12004,2022-06-07,,2
6472,15,20724,2024-01-29,,1
6473,5,31694,2024-07-15,,2
6474,18,43139,2022-06-10,,1
6475,5,251,2022-03-08,,3
6476,15,14563,2022-03-20,,4
6477,9,29020,2023-10-23,,2
6478,16,34392,2024-04-12,,3
6479,4,3060,2024-08-26,,0
6480,6,14021,2024-07-11,,2
6481,3,17261,2022-07-30,,3
6482,19,18073,2022-11-17,,4
6483,12,8463,2022-10-02,,2
6484,19,33467,2022-10-02,,1
6485,2,10315,2023-05-13,,1
6486,17,23892,2024-08-01,,0
6487,1,15395,2023-09-14,,1
6488,18,28992,2023-04-15,,1
6489,18,33432,2022-11-19,,5
6490,2,23338,2022-04-11,,4
6491,2,41244,2023-10-30,,2
6492,20,33434,2024-05-19,,0
6493,18,37787,2023-03-05,,3
6494,1,21310,2023-02-10,,5
6495,9,19895,2024-08-01,,5
6496,2,33772,2023-11-02,,0
6497,17,31984,2022-10-04,,1
6498,7,25983,2023-01-09,,3
6499,18,25011,2022-10-23,,1
6500,5,2495,2023-10-24,,3
6501,13,5408,2024-07-03,,0
6502,10,41000,2022-08-26,,1
6503,4,41873,2022-07-27,,1
6504,13,44863,2022-04-18,,3
6505,16,26513,2022-08-17,,3
6506,8,23319,2024-07-23,,3
6507,15,17633,2024-02-25,,5
6508,2,9397,2024-09-06,,2
6509,12,22184,2024-12-07,,5
6510,10,19430,2022-07-15,,5
6511,3,19189,2024-12-31,,2
6512,16,10478,2023-02-01,,1
6513,1,3013,2024-01-04,,5
6514,15,41489,2022-08-17,,1
6515,3,44058,2022-10-28,,3
6516,3,6579,2024-03-07,,3
6517,4,33210,2023-12-28,,2
6518,19,33366,2023-05-18,,5
6519,9,31672,2024-07-05,,5
6520,20,16691,2023-08-24,,4
6521,14,17609,2022-08-25,,5
6522,2,13114,2023-03-02,,0
6523,10,16060,2024-01-21,,1
6524,6,29198,2024-11-21,,0
6525,1,36221,2024-05-11,,5
6526,3,28189,2023-11-02,,1
6527,9,44482,2024-10-20,,4
6528,13,32594,2024-03-17,,1
6529,3,11680,2024-02-03,,5
6530,20,3854,2024-07-16,,1
6531,8,18055,2024-05-07,,1
6532,11,22717,2024-06-03,,5
6533,2,22662,2022-05-18,,5
6534,5,19448,2022-12-22,,1
6535,16,8662,2022-10-14,,5
6536,14,15875,2023-12-31,,3
6537,13,6841,2023-10-10,,2
6538,8,10746,2024-02-25,,4
6539,4,7680,2024-03-13,,3
6540,8,1460,2022-08-11,,3
6541,6,29167,2022-06-23,,5
6542,5,24442,2024-02-28,,0
6543,17,41012,2022-04-06,,5
6544,6,6758,2022-02-18,,4
6545,10,39674,2024-06-26,,5
6546,1,8563,2024-08-02,,3
6547,14,3159,2024-10-24,,5
6548,11,22106,2024-03-07,,3
6549,17,11641,2022-09-30,,4
6550,8,5965,2023-11-02,,5
6551,16,13183,2024-10-26,,4
6552,9,38469,2022-02-09,,1
6553,10,5820,2022-11-23,,3
6554,3,31759,2022-03-12,,1
6555,6,11360,2024-03-30,,4
6556,19,12704,2024-02-17,,3
6557,8,19983,2024-02-22,,3
6558,15,9206,2023-09-30,,0
6559,12,18535,2022-01-28,,3
6560,11,20117,2023-06-01,,1
6561,20,16823,2024-03-17,,2
6562,2,13468,2023-06-25,,1
6563,3,3609,2023-11-23,,4
6564,20,35788,2024-03-03,,3
6565,3,17256,2022-07-31,,1
6566,13,1315,2022-06-15,,5
6567,10,19382,2024-12-04,,5
6568,6,17024,2024-04-12,,1
6569,16,9839,2022-07-14,,5
6570,16,11880,2022-07-29,,3
6571,4,3520,2022-01-15,,1
6572,13,29091,2023-07-23,,1
6573,3,21325,2024-08-24,,4
6574,1,31112,2022-09-24,,3
6575,18,33080,2023-09-05,,5
6576,10,25183,2022-12-13,,1
6577,10,44567,2022-10-09,,1
6578,10,13342,2023-06-02,,3
6579,20,8922,2024-11-05,,4
6580,9,43518,2022-12-31,,4
6581,19,40591,2024-01-12,,1
6582,11,36301,2022-12-24,,4
6583,13,16869,2022-04-22,,1
6584,18,15936,2022-12-09,,3
6585,1,42086,2023-03-28,,5
6586,19,35381,2023-07-30,,2
6587,15,22997,2022-03-06,,2
6588,16,36931,2024-06-26,,0
6589,5,36593,2022-02-04,,5
6590,14,7002,2023-05-24,,4
6591,5,29145,2024-04-25,,5
6592,11,36535,2023-08-09,,3
6593,9,24111,2024-10-27,,4
6594,2,40650,2022-07-16,,3
6595,9,33332,2022-11-27,,2
6596,8,4419,2023-01-14,,4
6597,17,11305,2023-03-13,,1
6598,1,25298,2023-07-23,,3
6599,3,24710,2022-10-10,,4
6600,1,22833,2024-07-14,,5
6601,1,12994,2024-11-13,,3
6602,15,22624,2023-01-11,,2
6603,19,37436,2024-06-26,,2
6604,6,40232,2022-10-11,,2
6605,18,23329,2022-07-14,,1
6606,11,43118,2024-06-22,,2
6607,11,14951,2024-02-10,,3
6608,6,44813,2022-06-25,,3
6609,19,17240,2022-03-30,,1
6610,18,10458,2023-11-23,,4
6611,4,38971,2024-08-13,,4
6612,10,30745,2024-09-02,,0
6613,11,17154,2022-02-13,,0
6614,1,14862,2023-06-08,,5
6615,18,31110,2023-05-24,,4
6616,9,34482,2022-06-13,,4
6617,15,8668,2022-01-26,,0
6618,19,38913,2022-06-26,,2
6619,8,33680,2023-10-27,,2
6620,16,10601,2023-09-08,,3
6621,8,3630,2023-01-18,,2
6622,13,44789,2022-10-15,,0
6623,3,7669,2022-10-29,,0
6624,9,34689,2023-08-12,,0
6625,18,33145,2024-02-29,,4
6626,9,10260,2023-10-15,,3
6627,13,34596,2022-04-25,,3
6628,2,41880,2024-01-12,,3
6629,20,3487,2022-06-26,,4
6630,20,24842,2024-08-12,,4
6631,3,20474,2023-06-15,,4
6632,9,28112,2023-06-14,,1
6633,17,36619,2023-07-08,,4
6634,19,26240,2022-05-09,,4
6635,8,21232,2022-06-01,,2
6636,4,33716,2024-09-03,,3
6637,3,39574,2022-11-30,,5
6638,18,17443,2023-09-25,,0
6639,20,970,2022-11-01,,2
6640,11,42819,2022-01-16,,2
6641,19,29211,2024-03-27,,5
6642,4,2142,2024-10-04,,2
6643,17,36159,2023-04-15,,3
6644,2,27705,2024-01-06,,2
6645,14,21850,2023-03-08,,4
6646,8,24255,2023-10-21,,3
6647,4,23359,2022-12-18,,4
6648,1,17836,2023-07-31,,1
6649,13,12452,2022-03-04,,2
6650,7,4537,2024-12-17,,2
6651,16,15547,2022-04-19,,0
6652,19,1970,2024-12-31,,2
6653,5,9059,2024-07-07,,0
6654,16,19029,2024-12-29,,1
6655,14,29101,2024-07-25,,4
6656,17,16872,2024-11-25,,3
6657,10,41843,2023-01-06,,4
6658,17,4874,2023-12-21,,4
6659,14,2625,2024-05-19,,1
6660,16,2681,2024-03-13,,5
6661,13,37435,2022-09-30,,1
6662,20,42743,2022-08-23,,0
6663,12,14033,2024-02-01,,4
6664,11,16885,2024-04-10,,0
6665,14,35917,2024-06-04,,2
6666,17,42920,2024-01-12,,2
6667,18,18025,2023-02-06,,0
6668,15,43876,2023-12-04,,0
6669,17,15052,2024-03-17,,4
6670,17,39443,2024-08-14,,2
6671,10,16267,2022-04-05,,5
6672,15,36415,2024-08-20,,5
6673,20,575,2024-09-01,,2
6674,16,28604,2024-04-05,,2
6675,18,36435,2024-05-10,,5
6676,12,1735,2024-10-06,,2
6677,14,29278,2023-05-22,,2
6678,4,12374,2022-02-14,,4
6679,19,35539,2024-12-08,,3
6680,14,2197,2022-07-17,,0
6681,18,33289,2023-12-20,,1
6682,3,26757,2023-07-17,,4
6683,11,44738,2023-10-25,,5
6684,8,6671,2022-04-15,,0
6685,11,32411,2023-11-01,,2
6686,12,352,2022-11-16,,4
6687,2,17937,2023-10-29,,4
6688,3,42763,2024-07-30,,2
6689,13,28937,2023-05-12,,3
6690,13,33909,2022-12-20,,3
6691,17,9331,2022-10-19,,4
6692,19,18416,2022-01-10,,4
6693,20,37730,2022-10-02,,2
6694,14,4431,2022-08-11,,4
6695,4,9303,2024-10-30,,3
6696,14,19598,2022-04-04,,5
6697,1,30397,2023-02-17,,0
6698,19,21354,2022-10-07,,4
6699,13,11910,2023-05-02,,5
6700,10,16278,2024-05-01,,2
6701,16,24455,2022-01-03,,4
6702,14,6201,2023-08-16,,4
6703,19,18740,2022-07-21,,0
6704,8,33266,2024-03-20,,3
6705,16,16661,2024-12-25,,5
6706,6,31559,2024-02-16,,0
6707,13,4797,2022-04-04,,5
6708,2,14200,2022-06-08,,0
6709,2,25779,2024-09-02,,3
6710,8,32169,2022-04-21,,2
6711,19,40612,2024-06-17,,5
6712,10,21208,2022-09-14,,4
6713,8,26011,2023-04-18,,0
6714,1,13168,2023-07-09,,2
6715,19,3566,2024-07-11,,2
6716,7,35707,2022-07-20,,5
6717,17,15281,2023-05-21,,0
6718,11,27775,2022-12-06,,4
6719,19,11446,2022-01-06,,5
6720,10,41673,2023-09-06,,2
6721,4,7409,2022-09-10,,1
6722,6,28146,2022-07-27,,1
6723,8,36646,2023-01-11,,2
6724,15,36457,2023-01-18,,2
6725,18,30700,2023-06-19,,3
6726,14,9735,2023-01-01,,2
6727,14,26974,2022-03-28,,2
6728,8,42715,2022-10-06,,4
6729,15,28716,2022-09-01,,3
6730,19,37179,2022-08-05,,1
6731,14,28941,2024-04-05,,2
6732,20,21856,2022-04-13,,1
6733,15,31869,2023-11-26,,4
6734,6,22133,2022-11-30,,4
6735,8,13240,2022-08-15,,5
6736,19,32206,2022-06-06,,4
6737,5,22750,2023-03-15,,3
6738,10,27074,2023-01-28,,2
6739,7,30503,2022-04-19,,4
6740,8,31042,2022-03-17,,3
6741,6,20410,2023-06-04,,0
6742,14,6429,2024-03-11,,5
6743,1,42280,2023-09-15,,1
6744,7,30176,2022-04-13,,0
6745,10,27353,2023-03-30,,1
6746,15,29485,2022-11-27,,5
6747,2,37055,2023-10-23,,0
6748,13,41210,2022-05-12,,4
6749,10,26698,2022-06-20,,0
6750,13,39579,2023-03-28,,2
6751,6,9978,2024-08-29,,4
6752,18,33,2022-02-23,,3
6753,20,35230,2023-05-19,,5
6754,7,2508,2022-01-04,,3
6755,9,16741,2022-10-28,,0
6756,9,18758,2023-05-26,,5
6757,9,8054,2023-11-13,,3
6758,16,17537,2023-06-03,,3
6759,14,34141,2024-07-29,,3
6760,14,37991,2023-10-23,,2
6761,11,44324,2022-04-16,,4
6762,16,9723,2022-05-30,,4
6763,13,19433,2022-12-25,,2
6764,12,42406,2024-05-24,,4
6765,18,2918,2022-10-14,,4
6766,2,9332,2023-04-13,,1
6767,10,11749,2022-09-30,,3
6768,12,40993,2022-04-24,,2
6769,10,26435,2023-02-14,,3
6770,7,22613,2023-05-06,,4
6771,1,39435,2022-05-22,,2
6772,15,11521,2024-01-29,,1
6773,1,7479,2024-07-08,,3
6774,2,14151,2024-03-09,,5
6775,15,23777,2023-10-03,,4
6776,3,472,2024-01-29,,0
6777,18,16631,2022-12-22,,5
6778,9,18917,2024-10-03,,0
6779,18,10514,2024-01-28,,3
6780,3,17434,2022-06-01,,3
6781,19,35606,2023-07-07,,5
6782,10,39151,2024-06-09,,3
6783,6,24922,2022-03-11,,0
6784,10,3084,2022-06-03,,2
6785,12,9984,2024-03-16,,0
6786,18,18167,2024-06-23,,2
6787,13,1560,2023-10-22,,1
6788,5,8733,2024-12-18,,0
6789,11,128,2023-12-14,,4
6790,10,7830,2022-12-04,,2
6791,20,16833,2022-08-09,,5
6792,19,32723,2024-12-08,,1
6793,12,41213,2024-12-03,,0
6794,12,34989,2022-11-22,,2
6795,9,41858,2023-11-04,,3
6796,7,537,2022-01-23,,1
6797,5,41596,2024-05-23,,2
6798,15,10046,2024-11-04,,2
6799,9,16862,2023-03-26,,3
6800,13,42495,2023-05-23,,0
6801,12,31437,2024-08-31,,3
6802,5,10556,2023-03-19,,0
6803,18,7466,2022-04-02,,3
6804,1,13265,2024-09-10,,1
6805,3,20138,2022-07-12,,5
6806,4,7694,2022-01-20,,2
6807,9,18666,2022-09-20,,4
6808,14,8471,2023-08-02,,0
6809,9,39316,2022-05-30,,4
6810,9,9909,2022-03-25,,0
6811,18,11389,2023-12-31,,3
6812,9,8440,2023-04-17,,5
6813,3,26240,2023-10-31,,2
6814,11,7932,2022-07-07,,4
6815,3,41013,2024-01-31,,0
6816,2,44506,2023-06-19,,2
6817,13,27098,2023-09-02,,4
6818,10,33970,2022-09-18,,1
6819,8,38343,2022-09-22,,1
6820,20,6992,2023-11-24,,4
6821,3,7665,2024-09-09,,1
6822,17,10565,2022-05-18,,5
6823,10,44507,2023-03-12,,4
6824,16,12718,2023-05-12,,5
6825,17,42878,2022-06-28,,2
6826,3,38689,2023-12-06,,3
6827,15,15826,2024-06-28,,2
6828,5,3100,2024-05-10,,0
6829,4,2299,2023-03-10,,3
6830,4,5165,2022-02-28,,2
6831,6,3474,2023-02-10,,0
6832,16,12830,2023-12-21,,4
6833,4,35316,2022-08-20,,4
6834,6,7526,2024-02-05,,5
6835,19,41117,2024-07-26,,0
6836,20,16994,2024-12-13,,3
6837,17,352,2024-03-08,,4
6838,9,13160,2023-08-14,,0
6839,18,17687,2022-03-21,,4
6840,15,286,2022-01-21,,3
6841,12,35545,2024-08-31,,5
6842,9,32772,2023-03-12,,4
6843,20,11545,2022-11-23,,3
6844,2,32362,2023-09-22,,2
6845,9,12942,2023-09-14,,3
6846,12,19323,2023-02-19,,1
6847,16,20135,2024-04-08,,0
6848,17,14800,2023-08-10,,1
6849,7,25525,2024-04-02,,5
6850,2,38269,2024-03-30,,3
6851,7,12684,2023-01-08,,0
6852,2,27853,2023-07-16,,1
6853,4,30081,2024-06-23,,5
6854,12,3095,2023-12-01,,3
6855,4,1905,2024-05-12,,2
6856,8,3341,2023-03-15,,3
6857,16,14083,2023-04-29,,4
6858,19,42478,2022-01-11,,4
6859,18,40841,2024-01-12,,0
6860,11,34345,2023-03-25,,3
6861,5,33751,2024-09-23,,4
6862,16,31568,2022-05-16,,2
6863,5,25200,2022-12-12,,4
6864,18,9714,2022-03-13,,1
6865,9,15252,2023-07-11,,1
6866,14,7955,2022-06-30,,2
6867,9,3136,2023-05-11,,1
6868,14,43060,2024-05-14,,3
6869,1,8675,2023-06-29,,5
6870,17,44122,2024-05-11,,3
6871,11,35420,2022-11-25,,3
6872,15,372,2024-04-18,,1
6873,7,16794,2022-03-21,,4
6874,7,33862,2024-02-11,,1
6875,17,5604,2022-07-15,,1
6876,2,9679,2024-08-23,,0
6877,10,29356,2022-11-11,,1
6878,12,26485,2023-01-31,,5
6879,18,8363,2024-09-16,,3
6880,2,28871,2024-05-06,,1
6881,10,32115,2022-03-19,,2
6882,9,22628,2023-09-17,,2
6883,13,4658,2024-06-14,,1
6884,1,29325,2023-06-07,,5
6885,7,17016,2023-11-25,,4
6886,13,8119,2022-03-04,,2
6887,10,19296,2022-11-19,,4
6888,12,31149,2023-04-27,,5
6889,5,23755,2022-12-12,,0
6890,5,34481,2023-11-11,,3
6891,13,21949,2022-03-11,,2
6892,16,44691,2022-07-26,,4
6893,18,7487,2024-09-10,,3
6894,16,21086,2023-09-10,,1
6895,1,4064,2024-10-04,,3
6896,7,4657,2022-02-13,,5
6897,9,16517,2022-06-16,,3
6898,4,24090,2024-07-30,,2
6899,20,16641,2023-08-22,,0
6900,2,11920,2022-11-10,,4
6901,19,36356,2023-05-05,,4
6902,7,5793,2023-01-25,,0
6903,18,734,2022-05-20,,0
6904,12,15900,2024-12-14,,3
6905,18,28097,2023-11-01,,3
6906,5,35664,2023-10-25,,5
6907,16,23222,2022-10-31,,2
6908,15,29678,2023-03-30,,4
6909,8,31831,2024-11-12,,0
6910,12,5453,2023-06-02,,0
6911,6,11954,2022-03-08,,4
6912,4,37753,2024-12-05,,3
6913,17,29798,2022-12-09,,5
6914,20,151,2024-02-20,,2
6915,10,20454,2022-07-27,,1
6916,20,7071,2023-09-19,,2
6917,15,308,2023-09-01,,3
6918,19,25482,2024-12-29,,4
6919,6,1296,2022-05-01,,0
6920,1,7862,2022-12-02,,5
6921,9,4448,2024-06-29,,5
6922,11,13581,2022-03-25,,2
6923,19,19218,2022-12-15,,4
6924,17,22742,2022-03-21,,1
6925,20,39396,2022-12-14,,0
6926,12,21078,2024-03-14,,1
6927,5,31056,2023-07-23,,4
6928,17,7229,2022-06-16,,4
6929,13,37318,2023-05-07,,5
6930,3,27817,2023-01-01,,1
6931,14,1086,2022-08-30,,4
6932,14,2325,2024-08-26,,4
6933,1,16651,2024-08-09,,3
6934,13,39040,2024-12-26,,2
6935,16,3276,2022-04-19,,1
6936,14,19147,2023-11-23,,0
6937,11,8497,2024-12-31,,5
6938,3,9328,2024-05-29,,3
6939,10,11818,2024-01-30,,5
6940,20,35866,2023-05-24,,5
6941,20,13096,2022-01-13,,1
6942,5,30274,2022-02-27,,4
6943,17,6122,2022-04-29,,4
6944,9,32801,2022-04-21,,2
6945,4,29088,2024-05-05,,2
6946,1,4379,2024-03-28,,0
6947,3,11820,2022-10-01,,4
6948,1,14495,2023-10-13,,4
6949,19,21083,2023-02-28,,3
6950,11,35186,2024-03-22,,2
6951,4,29547,2024-12-07,,3
6952,7,35715,2023-04-18,,2
6953,12,32788,2023-04-23,,1
6954,15,30966,2024-09-19,,1
6955,1,7630,2022-04-29,,1
6956,15,29221,2024-08-23,,2
6957,2,11972,2023-09-18,,3
6958,12,14820,2023-06-11,,4
6959,5,1822,2022-03-23,,5
6960,1,16701,2024-04-25,,4
6961,3,9687,2023-02-08,,0
6962,7,6531,2024-07-04,,1
6963,10,4244,2024-02-13,,2
6964,1,14024,2023-07-27,,1
6965,14,17001,2022-11-03,,2
6966,14,19911,2024-01-06,,0
6967,1,44682,2023-05-15,,0
6968,19,19531,2024-02-09,,0
6969,6,6009,2024-09-28,,1
6970,9,38057,2024-09-16,,1
6971,15,32945,2022-04-17,,0
6972,7,5766,2024-05-20,,3
6973,12,25545,2023-05-12,,4
6974,12,25716,2023-09-20,,1
6975,16,15684,2023-08-13,,3
6976,8,17331,2024-01-26,,1
6977,16,35348,2024-11-25,,1
6978,2,10567,2024-08-07,,5
6979,1,11142,2022-10-13,,4
6980,7,25631,2022-02-22,,5
6981,18,35186,2023-11-19,,3
6982,4,15054,2024-11-06,,5
6983,15,44148,2023-05-05,,2
6984,14,36208,2023-07-19,,0
6985,10,513,2023-01-22,,1
6986,13,38399,2024-06-28,,1
6987,8,26366,2022-02-10,,2
6988,2,32773,2023-08-13,,0
6989,2,44816,2023-01-23,,2
6990,11,34375,2022-11-02,,3
6991,5,8809,2022-07-27,,0
6992,13,3877,2023-03-10,,0
6993,15,851,2024-06-29,,1
6994,16,14052,2024-07-16,,4
6995,14,13202,2022-12-11,,4
6996,10,8577,2024-12-17,,1
6997,9,41843,2023-04-12,,5
6998,16,41513,2022-12-05,,1
6999,7,32459,2022-10-27,,0
7000,10,26954,2024-02-25,,2
7001,16,13192,2023-03-27,,4
7002,14,26935,2023-09-23,,1
7003,16,19882,2024-02-17,,5
7004,2,13916,2024-06-27,,5
7005,20,35852,2024-03-07,,5
7006,15,8345,2024-11-14,,4
7007,4,19595,2022-10-08,,3
7008,4,21619,2022-06-21,,5
7009,18,1525,2022-03-30,,3
7010,5,30731,2024-09-08,,4
7011,19,6608,2022-04-19,,3
7012,5,3860,2022-11-17,,1
7013,3,3220,2022-07-11,,0
7014,17,32991,2023-01-02,,0
7015,6,40156,2024-11-18,,5
7016,3,7115,2022-04-06,,4
7017,5,11111,2024-05-18,,0
7018,7,36374,2023-05-21,,5
7019,13,36014,2022-12-14,,0
7020,3,34205,2022-03-30,,1
7021,7,21067,2022-10-09,,0
7022,8,44606,2023-10-27,,2
7023,2,27304,2024-10-16,,1
7024,16,1648,2022-07-12,,4
7025,18,28766,2023-04-09,,5
7026,18,26981,2024-03-29,,4
7027,18,37348,2023-05-09,,1
