MAKB,MATC,MABACSI,NGAYHENTAIKHAM
35909,8495,151,2025-03-10
35910,20072,44,2025-08-25
35911,106,37,2025-07-17
35912,24120,35,2025-07-21
35913,14813,52,2025-11-23
35914,7850,130,2024-03-03
35915,41230,3,2025-03-25
35916,27962,93,2025-06-20
35917,10578,195,2025-10-29
35918,8780,133,2025-10-19
35919,16195,72,2024-04-11
35920,20532,89,2024-06-16
35921,44715,20,2025-12-21
35922,42244,16,2024-09-07
35923,24517,90,2025-08-08
35924,19115,167,2025-03-11
35925,16425,8,2025-09-30
35926,28359,15,2024-03-09
35927,15906,96,2025-12-06
35928,20323,46,2025-05-24
35929,18883,177,2024-08-21
35930,8228,148,2025-06-21
35931,18536,199,2024-11-25
35932,42532,15,2024-01-22
35933,27972,98,2024-01-22
35934,20686,176,2025-08-03
35935,13183,186,2025-12-13
35936,12964,134,2025-06-12
35937,34227,76,2025-11-20
35938,42559,189,2024-12-22
35939,7476,163,2024-12-05
35940,26627,165,2025-06-07
35941,28320,65,2025-12-08
35942,1838,13,2024-04-06
35943,24817,14,2024-12-15
35944,31866,182,2024-03-01
35945,13655,41,2024-09-25
35946,21873,122,2025-03-25
35947,25145,89,2024-01-28
35948,31775,138,2025-04-28
35949,28405,102,2024-04-27
35950,36986,17,2024-12-22
35951,26760,25,2024-07-27
35952,1754,27,2024-09-09
35953,44708,177,2025-07-03
35954,30013,106,2025-07-08
35955,9696,63,2025-09-30
35956,3210,156,2025-04-15
35957,26577,199,2024-05-26
35958,43685,83,2025-02-05
35959,19511,10,2025-07-31
35960,21839,143,2025-07-23
35961,43417,154,2024-08-24
35962,1303,190,2024-08-04
35963,36545,156,2025-12-30
35964,41127,198,2024-12-28
35965,8386,116,2024-08-24
35966,39324,188,2025-02-17
35967,33451,85,2025-08-24
35968,34254,172,2025-10-08
35969,34506,183,2024-08-13
35970,28302,176,2025-07-15
35971,17260,80,2025-05-01
35972,1814,118,2025-01-19
35973,10148,26,2024-03-29
35974,10052,8,2024-10-19
35975,27429,113,2024-08-16
35976,4955,106,2025-04-07
35977,25660,30,2024-04-22
35978,42785,161,2025-02-24
35979,21652,98,2025-08-19
35980,291,75,2025-12-04
35981,38014,25,2024-06-21
35982,31956,197,2025-06-22
35983,3650,162,2024-08-03
35984,11474,183,2024-07-13
35985,38879,86,2024-11-09
35986,9480,163,2024-08-03
35987,9554,4,2025-09-26
35988,42115,163,2024-08-21
35989,41042,57,2025-08-07
35990,1015,83,2024-01-06
35991,4006,150,2024-01-27
35992,11519,121,2025-08-19
35993,3669,104,2024-06-06
35994,4373,40,2024-08-09
35995,31005,9,2025-08-30
35996,22252,27,2024-09-13
35997,26632,135,2024-12-06
35998,501,99,2025-11-02
35999,36717,26,2025-09-24
36000,5307,55,2024-09-26
36001,30088,154,2025-04-21
36002,11405,32,2024-12-14
36003,37120,60,2024-12-25
36004,3671,84,2025-08-11
36005,17313,125,2024-09-07
36006,6381,190,2025-01-13
36007,4771,50,2024-03-06
36008,6110,68,2024-03-04
36009,25174,94,2025-10-20
36010,29380,58,2024-02-21
36011,16003,105,2024-12-12
36012,37664,101,2025-12-08
36013,15605,17,2024-07-01
36014,11166,191,2024-02-22
36015,26187,129,2025-09-23
36016,12653,158,2025-01-26
36017,17114,15,2024-05-30
36018,5779,130,2025-06-28
36019,1128,119,2024-01-09
36020,12269,169,2024-03-08
36021,21503,94,2024-06-20
36022,1614,174,2025-04-20
36023,9273,20,2025-05-10
36024,2387,188,2025-10-05
36025,35645,13,2024-04-01
36026,35920,87,2024-07-03
36027,14079,121,2024-01-24
36028,28817,23,2025-06-28
36029,38724,61,2024-10-23
36030,19897,74,2025-07-08
36031,43650,39,2025-07-23
36032,20750,63,2024-08-13
36033,42337,48,2025-06-01
36034,34571,30,2025-06-26
36035,12735,140,2025-08-10
36036,12382,29,2024-12-25
36037,19376,20,2024-09-20
36038,27481,197,2024-09-18
36039,25785,198,2024-12-30
36040,14679,64,2024-05-21
36041,22504,144,2025-11-27
36042,22349,78,2025-02-03
36043,29935,142,2025-01-14
36044,43759,7,2025-09-05
36045,3857,181,2024-03-28
36046,43567,162,2024-11-21
36047,15224,80,2025-01-31
36048,16970,180,2025-10-30
36049,4633,135,2024-08-14
36050,152,125,2024-12-12
36051,6911,189,2024-02-17
36052,10523,32,2024-07-06
36053,30242,158,2024-03-03
36054,40521,72,2024-01-03
36055,7602,40,2024-03-29
36056,6348,190,2025-04-18
36057,29934,11,2024-03-06
36058,15758,35,2024-04-09
36059,21699,193,2024-06-05
36060,34962,93,2025-04-02
36061,37039,37,2024-11-10
36062,26286,165,2025-06-16
36063,27638,156,2024-04-16
36064,20536,22,2024-05-06
36065,3240,165,2024-05-31
36066,5186,190,2024-01-28
36067,39426,141,2024-01-10
36068,21435,132,2024-02-09
36069,30926,2,2024-06-06
36070,36806,173,2025-09-01
36071,41715,199,2024-02-25
36072,25069,117,2024-10-14
36073,14315,26,2024-11-12
36074,35556,116,2025-06-26
36075,11486,100,2024-06-27
36076,23113,26,2024-07-21
36077,17493,179,2024-02-06
36078,14006,146,2024-04-15
36079,33949,56,2025-07-08
36080,33362,109,2024-01-26
36081,24114,195,2024-12-28
36082,2467,75,2024-04-12
36083,27127,62,2024-06-12
36084,27786,38,2024-06-21
36085,27480,69,2024-10-23
36086,12030,50,2024-07-18
36087,42328,34,2024-03-10
36088,6011,55,2025-10-11
36089,21429,54,2025-03-16
36090,32485,130,2024-03-03
36091,12104,79,2025-07-24
36092,12080,155,2024-03-09
36093,24908,52,2024-10-21
36094,11165,196,2024-06-07
36095,10138,12,2025-05-05
36096,5486,87,2025-08-16
36097,1165,4,2025-09-12
36098,8198,167,2025-08-24
36099,19818,19,2025-09-11
36100,38224,133,2025-06-21
36101,30885,1,2025-08-07
36102,19656,170,2025-03-30
36103,9155,41,2024-11-06
36104,25461,152,2024-03-27
36105,16208,108,2024-02-13
36106,3121,191,2024-08-14
36107,7963,75,2025-10-27
36108,1960,28,2024-03-30
36109,22474,154,2025-12-15
36110,4498,84,2024-11-11
36111,15368,88,2025-04-06
36112,33467,191,2024-10-16
36113,34116,158,2025-08-19
36114,6136,111,2024-08-01
36115,8094,136,2024-11-06
36116,35676,62,2024-01-27
36117,42713,114,2025-05-28
36118,36630,154,2025-03-02
36119,4818,66,2025-10-19
36120,29476,164,2025-11-01
36121,34928,157,2024-02-25
36122,22529,139,2025-07-03
36123,30562,51,2024-12-17
36124,32484,153,2025-08-05
36125,10650,118,2025-11-01
36126,23422,39,2024-08-27
36127,7646,155,2025-04-05
36128,37901,83,2024-09-08
36129,18119,35,2025-08-11
36130,6707,64,2025-04-07
36131,27038,105,2024-06-17
36132,25849,194,2025-03-01
36133,24806,194,2025-08-09
36134,4274,75,2025-06-04
36135,22048,138,2024-04-03
36136,41805,179,2024-09-02
36137,33333,65,2025-11-30
36138,44168,80,2024-12-21
36139,23648,68,2024-09-07
36140,40725,49,2024-04-17
36141,37111,6,2025-09-01
36142,26237,74,2025-03-18
36143,25312,127,2024-10-14
36144,41817,165,2025-04-11
36145,33072,83,2024-08-29
36146,11567,79,2025-11-15
36147,26179,180,2025-12-15
36148,22967,75,2025-01-24
36149,9594,108,2024-06-16
36150,42619,92,2025-05-29
36151,44015,190,2024-11-14
36152,41054,30,2024-12-14
36153,12294,28,2025-08-24
36154,8145,37,2024-02-13
36155,2516,11,2024-06-16
36156,11876,29,2025-07-06
36157,15301,185,2025-03-19
36158,41676,120,2024-11-08
36159,41377,73,2024-12-05
36160,3865,138,2025-03-12
36161,9790,39,2024-03-26
36162,8651,52,2024-05-16
36163,32003,67,2024-03-30
36164,27621,108,2024-05-31
36165,31562,49,2024-04-04
36166,30067,122,2025-01-17
36167,6911,117,2024-03-04
36168,11018,4,2024-09-24
36169,8643,54,2024-08-16
36170,34558,161,2024-06-06
36171,12682,38,2024-06-27
36172,38147,23,2024-02-08
36173,3357,118,2025-08-12
36174,18165,165,2024-03-04
36175,28101,162,2024-01-19
36176,20577,94,2025-06-11
36177,9792,184,2025-06-13
36178,28508,164,2024-12-12
36179,38777,58,2024-03-12
36180,11357,187,2025-04-12
36181,17370,129,2024-05-17
36182,10672,159,2025-11-10
36183,5206,68,2024-07-21
36184,33120,22,2024-10-13
36185,3790,56,2024-04-20
36186,9051,89,2025-01-23
36187,27548,152,2025-06-25
36188,8506,65,2024-07-26
36189,29021,25,2025-04-14
36190,36249,135,2025-02-28
36191,27072,196,2024-08-11
36192,7817,176,2024-09-23
36193,26450,92,2025-04-22
36194,5004,186,2024-04-10
36195,7080,122,2024-02-09
36196,23455,159,2025-01-01
36197,24804,183,2024-10-26
36198,32963,62,2025-02-01
36199,41507,67,2024-04-17
36200,21781,150,2025-02-19
36201,23048,34,2024-11-10
36202,2755,107,2024-11-17
36203,44918,46,2024-05-27
36204,6254,84,2024-02-19
36205,2096,80,2024-02-16
36206,13607,12,2024-01-14
36207,9238,177,2025-05-24
36208,41286,127,2024-11-01
36209,43655,66,2025-04-17
36210,27225,51,2024-08-11
36211,42059,34,2024-12-11
36212,13757,64,2025-05-15
36213,40036,12,2024-07-17
36214,5475,19,2025-05-26
36215,18510,118,2025-03-17
36216,29433,168,2024-03-13
36217,23730,24,2024-05-16
36218,23169,2,2025-04-22
36219,30211,114,2025-05-15
36220,32945,89,2024-01-13
36221,41525,198,2024-01-06
36222,634,109,2025-11-06
36223,9180,102,2024-02-11
36224,9886,39,2025-11-30
36225,21221,75,2025-04-29
36226,26114,158,2024-12-13
36227,40179,49,2024-09-16
36228,15974,111,2025-11-21
36229,8024,106,2025-07-16
36230,9544,199,2024-04-17
36231,39779,90,2025-09-28
36232,38704,127,2024-09-19
36233,2062,116,2025-07-29
36234,21479,117,2024-09-23
36235,17974,190,2024-04-04
36236,33185,141,2024-09-25
36237,6062,46,2025-02-05
36238,5835,21,2024-12-21
36239,11318,149,2025-10-05
36240,39339,88,2024-08-26
36241,6179,19,2024-08-01
36242,26239,140,2024-10-20
36243,33529,154,2025-11-28
36244,41791,188,2025-08-21
36245,8224,161,2025-04-18
36246,29891,92,2025-03-22
36247,11637,95,2025-01-12
36248,12188,21,2025-03-01
36249,3132,61,2025-01-20
36250,32945,73,2025-09-19
36251,11094,79,2025-10-01
36252,4282,24,2024-09-09
36253,36729,197,2024-11-25
36254,26683,43,2025-11-11
36255,27369,68,2024-08-01
36256,19286,84,2025-10-02
36257,6372,113,2024-08-12
36258,15695,139,2025-08-16
36259,27197,54,2025-11-24
36260,16398,55,2025-02-05
36261,41380,44,2024-10-07
36262,3225,4,2025-10-17
36263,24818,121,2024-07-07
36264,43299,115,2024-09-02
36265,19186,140,2025-12-25
36266,5604,147,2024-02-20
36267,41543,143,2024-06-19
36268,41447,126,2024-12-17
36269,20150,54,2025-11-18
36270,12256,145,2025-10-30
36271,38563,51,2024-11-18
36272,18608,82,2024-12-21
36273,5073,52,2024-03-29
36274,4362,154,2024-08-14
36275,1857,142,2025-09-10
36276,17864,160,2024-03-05
36277,36424,21,2025-11-14
36278,7344,17,2025-01-23
36279,25315,151,2024-08-17
36280,39434,123,2024-02-16
36281,19488,141,2025-09-20
36282,3859,47,2024-10-09
36283,33997,24,2024-03-19
36284,40492,39,2025-03-17
36285,14535,139,2024-09-13
36286,3328,178,2024-10-28
36287,6396,18,2025-12-07
36288,22922,28,2024-01-16
36289,160,97,2024-06-19
36290,37786,37,2024-10-30
36291,23932,157,2025-10-17
36292,12802,178,2025-06-21
36293,41983,187,2025-10-07
36294,26270,136,2024-01-06
36295,31267,85,2025-08-10
36296,21513,169,2024-01-19
36297,35767,19,2025-07-03
36298,14943,27,2025-04-28
36299,32675,27,2024-04-21
36300,6821,106,2025-06-18
36301,29007,49,2025-05-23
36302,5935,173,2025-03-29
36303,23304,73,2025-09-10
36304,8915,93,2025-06-30
36305,483,172,2024-02-28
36306,13308,37,2024-06-11
36307,22525,172,2025-12-19
36308,22280,108,2025-09-09
36309,10383,149,2025-01-23
36310,8938,147,2025-05-13
36311,41083,46,2024-06-22
36312,380,120,2024-09-07
36313,15056,179,2025-01-14
36314,32589,114,2025-08-19
36315,11705,67,2025-04-30
36316,4572,173,2024-09-25
36317,17891,174,2025-04-05
36318,19654,73,2024-11-07
36319,22620,182,2024-04-30
36320,11466,5,2025-11-04
36321,42430,74,2024-07-17
36322,2589,107,2024-05-20
36323,33632,65,2024-07-19
36324,23851,95,2025-11-01
36325,28477,183,2024-08-22
36326,23780,41,2025-10-28
36327,4340,87,2025-04-25
36328,15894,183,2025-05-16
36329,17929,113,2025-09-26
36330,44452,180,2025-12-04
36331,30820,119,2024-11-18
36332,27113,114,2025-07-23
36333,5841,113,2024-02-22
36334,40715,87,2025-06-05
36335,6585,74,2025-04-16
36336,7771,51,2024-11-14
36337,44128,3,2024-09-16
36338,13096,47,2024-11-28
36339,17639,16,2025-10-04
36340,8638,94,2024-03-14
36341,12720,33,2024-08-21
36342,11643,97,2024-06-29
36343,42104,192,2025-04-14
36344,11052,166,2025-02-02
36345,37326,154,2025-04-21
36346,22915,112,2024-08-13
36347,22090,148,2024-10-16
36348,10374,171,2025-09-05
36349,26951,76,2025-05-25
36350,11447,181,2024-07-07
36351,27811,1,2025-06-13
36352,3408,26,2024-07-18
36353,30366,165,2025-12-31
36354,43785,107,2024-07-27
36355,2718,169,2024-08-23
36356,5840,146,2024-08-29
36357,1014,88,2025-03-13
36358,42914,164,2024-08-16
36359,7533,16,2024-12-29
36360,8666,8,2024-09-19
36361,43527,131,2024-10-24
36362,17567,192,2024-06-10
36363,966,159,2025-09-09
36364,42071,75,2024-02-23
36365,20678,32,2024-08-17
36366,21142,5,2025-05-02
36367,19174,77,2025-02-24
36368,11836,138,2024-03-30
36369,6259,200,2025-09-15
36370,13305,17,2025-10-06
36371,35846,123,2024-10-15
36372,18293,35,2024-12-23
36373,41675,81,2024-06-30
36374,31212,140,2024-09-17
36375,37677,99,2025-12-22
36376,9733,43,2025-07-24
36377,5773,126,2025-12-18
36378,28550,8,2025-06-18
36379,36744,67,2024-12-22
36380,42142,167,2024-08-10
36381,22562,141,2025-08-14
36382,44066,100,2025-09-20
36383,27615,113,2025-05-13
36384,31030,169,2024-03-04
36385,20952,7,2025-08-17
36386,15581,174,2024-01-06
36387,12367,166,2025-02-20
36388,32069,40,2024-03-02
36389,43676,103,2025-10-10
36390,10097,171,2025-07-10
36391,15612,77,2025-12-09
36392,3932,54,2025-03-09
36393,43332,196,2024-06-14
36394,14156,101,2024-07-05
36395,25801,158,2024-08-23
36396,29701,128,2024-12-28
36397,39106,25,2025-10-17
36398,21528,120,2025-06-03
36399,20024,131,2024-06-01
36400,44503,58,2025-01-23
36401,31966,97,2024-06-19
36402,43402,24,2024-07-20
36403,23392,123,2025-09-22
36404,44475,12,2024-12-05
36405,20410,138,2024-09-21
36406,34670,40,2025-03-31
36407,3516,3,2025-01-15
36408,8851,33,2024-03-30
36409,14797,153,2025-10-20
36410,4657,151,2025-04-20
36411,4016,129,2024-06-16
36412,4479,33,2025-10-31
36413,41817,166,2025-11-15
36414,36569,41,2025-09-14
36415,35354,33,2024-05-12
36416,23473,196,2024-07-18
36417,43756,146,2024-09-11
36418,40776,70,2025-08-03
36419,3637,180,2024-02-04
36420,4684,89,2024-05-21
36421,17864,188,2024-09-11
36422,27917,184,2025-03-30
36423,341,38,2024-08-22
36424,9001,23,2025-05-04
36425,9066,190,2025-11-10
36426,42858,90,2024-04-08
36427,39552,200,2024-09-22
36428,32344,61,2025-09-29
36429,35928,104,2024-11-22
36430,13796,16,2024-01-18
36431,15745,66,2024-12-12
36432,13666,77,2025-03-14
36433,41369,94,2025-11-22
36434,21432,157,2025-05-13
36435,39853,61,2025-03-25
36436,4196,118,2025-02-23
36437,5959,187,2025-10-20
36438,12345,77,2024-10-31
36439,2030,56,2024-07-14
36440,6001,80,2025-08-15
36441,32331,157,2025-09-06
36442,12636,57,2024-12-20
36443,15740,28,2025-04-24
36444,17075,51,2025-11-12
36445,26209,94,2025-12-23
36446,35822,109,2024-05-09
36447,28798,184,2025-06-21
36448,11446,57,2025-12-30
36449,38423,126,2025-12-11
36450,11443,69,2024-04-10
36451,14878,92,2024-04-23
36452,11623,114,2025-03-14
36453,33175,51,2024-05-20
36454,9859,9,2024-08-13
36455,20402,80,2025-08-24
36456,13578,55,2024-03-19
36457,13334,102,2025-01-25
36458,43038,62,2024-11-15
36459,32964,68,2025-06-12
36460,12566,104,2024-10-05
36461,19417,198,2024-10-09
36462,22697,92,2025-09-25
36463,16024,66,2025-08-31
36464,26948,42,2025-04-27
36465,27467,180,2024-03-05
36466,36425,4,2024-05-19
36467,8457,42,2024-02-17
36468,19762,7,2024-12-29
36469,31473,162,2025-07-11
36470,17082,59,2025-06-09
36471,27039,15,2025-10-01
36472,11364,121,2025-05-28
36473,4172,129,2025-04-03
36474,38024,173,2025-12-16
36475,20251,123,2024-08-08
36476,14987,168,2024-05-27
36477,38801,26,2024-10-05
36478,20220,75,2025-01-14
36479,42546,171,2024-04-12
36480,116,155,2025-09-30
36481,16230,123,2025-09-12
36482,21554,69,2024-04-20
36483,6098,140,2024-09-08
36484,30695,130,2024-05-17
36485,42466,90,2024-05-16
36486,35517,74,2025-12-01
36487,547,128,2024-04-16
36488,41824,155,2024-03-11
36489,31670,136,2024-05-17
36490,12587,60,2024-04-22
36491,1757,91,2024-01-18
36492,31440,193,2024-11-10
36493,10988,161,2024-07-24
36494,9097,20,2024-01-09
36495,24659,46,2024-07-17
36496,29015,71,2025-06-20
36497,25952,74,2025-04-10
36498,31116,111,2025-03-05
36499,25,46,2024-07-11
36500,18339,74,2024-05-21
36501,21619,102,2025-09-09
36502,34164,51,2024-10-27
36503,35044,2,2025-05-19
36504,18263,152,2025-08-19
36505,20139,157,2025-07-15
36506,550,154,2024-09-15
36507,9165,46,2024-10-17
36508,31671,42,2025-09-13
36509,36640,110,2025-02-12
36510,41415,89,2025-01-24
36511,15086,5,2025-12-15
36512,31598,14,2025-06-05
36513,11963,164,2025-03-05
36514,34331,27,2024-07-17
36515,16108,77,2024-09-07
36516,11172,33,2025-03-11
36517,38408,69,2024-03-11
36518,24744,134,2024-02-20
36519,7800,51,2024-02-03
36520,27390,42,2024-03-11
36521,31097,130,2024-09-24
36522,21795,8,2025-06-30
36523,11832,22,2025-09-01
36524,6539,110,2024-03-05
36525,44110,123,2024-01-07
36526,23578,104,2025-08-17
36527,31796,135,2025-01-30
36528,24598,124,2025-11-22
36529,28932,78,2024-05-29
36530,20308,151,2024-06-28
36531,1349,60,2025-10-15
36532,34951,68,2025-07-11
36533,22886,187,2024-04-16
36534,22382,194,2024-10-31
36535,20109,74,2025-12-27
36536,12141,61,2024-08-08
36537,10426,39,2024-05-02
36538,24557,17,2025-11-18
36539,30973,63,2025-04-10
36540,9879,108,2025-12-11
36541,30598,23,2024-04-25
36542,16924,28,2025-10-10
36543,24176,19,2025-03-07
36544,17919,117,2024-11-14
36545,31817,186,2025-05-23
36546,43211,40,2024-12-28
36547,14338,7,2025-08-10
36548,12213,43,2025-05-07
36549,29030,8,2025-10-20
36550,42737,4,2024-01-06
36551,25326,25,2025-02-25
36552,40453,76,2025-07-19
36553,12339,124,2025-05-21
36554,42434,15,2024-05-15
36555,42521,106,2024-04-28
36556,27829,149,2025-10-11
36557,24216,193,2024-05-28
36558,21796,180,2024-08-01
36559,1293,77,2024-07-24
36560,15972,42,2025-07-27
36561,3431,120,2025-09-02
36562,7631,159,2024-02-11
36563,29085,30,2025-07-09
36564,36425,45,2025-11-17
36565,13152,128,2024-07-25
36566,1912,10,2025-08-21
36567,22470,75,2025-10-25
36568,15343,66,2025-07-11
36569,13440,199,2025-02-23
36570,21214,5,2024-09-16
36571,22674,155,2025-12-03
36572,24321,155,2025-10-27
36573,30121,7,2024-05-26
36574,17604,142,2024-06-07
36575,8100,90,2025-01-31
36576,43021,76,2025-04-13
36577,28654,71,2025-06-01
36578,4973,165,2025-11-22
36579,10793,11,2025-03-29
36580,37555,12,2025-06-19
36581,741,172,2024-04-29
36582,36832,142,2024-03-26
36583,17294,195,2025-05-31
36584,34236,45,2025-05-13
36585,13989,86,2025-06-23
36586,25862,127,2024-01-05
36587,14372,8,2025-12-20
36588,30264,101,2025-03-07
36589,12596,119,2025-10-17
36590,29872,46,2024-05-20
36591,33915,182,2025-12-08
36592,34178,26,2024-02-10
36593,6760,91,2025-02-09
36594,36988,119,2025-01-22
36595,24756,33,2025-02-25
36596,17886,171,2024-05-08
36597,5537,184,2024-12-07
36598,4092,80,2025-08-30
36599,3451,25,2024-07-02
36600,3398,42,2024-08-04
36601,43510,166,2025-06-07
36602,33319,117,2024-11-21
36603,4955,68,2024-07-09
36604,31057,78,2025-12-01
36605,4763,130,2025-04-01
36606,42905,127,2024-05-07
36607,5262,88,2024-02-07
36608,26958,99,2024-06-12
36609,5647,113,2025-07-09
36610,21019,59,2025-01-28
36611,25999,45,2024-03-26
36612,43478,95,2025-07-21
36613,17470,16,2024-04-26
36614,4337,161,2025-04-26
36615,36675,1,2024-05-29
36616,8143,91,2025-12-09
36617,13235,15,2025-12-15
36618,915,25,2024-04-10
36619,37351,55,2024-12-24
36620,41104,20,2024-09-09
36621,8110,132,2025-03-03
36622,25924,112,2025-03-21
36623,22591,30,2025-01-17
36624,30668,131,2024-05-21
36625,20498,148,2024-06-10
36626,40788,152,2024-08-13
36627,43677,7,2024-08-04
36628,19914,81,2025-09-03
36629,42606,38,2024-07-26
36630,26614,104,2024-02-04
36631,544,107,2024-07-14
36632,20716,147,2025-08-08
36633,33238,198,2024-03-26
36634,40229,48,2025-07-17
36635,2517,183,2025-02-13
36636,42513,178,2025-06-03
36637,9827,86,2025-07-03
36638,38986,122,2024-07-13
36639,24461,30,2025-07-25
36640,31002,115,2024-07-03
36641,19042,194,2025-02-27
36642,16433,45,2025-09-22
36643,39698,48,2025-04-16
36644,19233,125,2024-11-11
36645,16881,195,2025-12-17
36646,16762,20,2024-08-03
36647,31852,155,2025-02-22
36648,13427,140,2025-05-01
36649,43125,114,2025-11-24
36650,44444,17,2024-07-08
36651,5322,112,2025-09-11
36652,15268,50,2024-01-27
36653,5493,169,2024-07-21
36654,864,121,2025-06-27
36655,9106,21,2024-06-19
36656,8159,151,2025-01-07
36657,20535,172,2025-06-15
36658,14234,191,2025-09-30
36659,36191,11,2024-10-31
36660,30886,59,2024-03-05
36661,36449,147,2025-08-17
36662,13304,78,2024-01-14
36663,31556,199,2025-01-25
36664,10905,116,2025-03-19
36665,7784,93,2025-02-22
36666,4704,21,2025-01-18
36667,44432,182,2025-11-10
36668,18408,70,2024-07-30
36669,39458,75,2025-04-15
36670,32063,42,2024-07-31
36671,20235,177,2025-06-16
36672,29455,124,2024-08-17
36673,44026,166,2025-08-02
36674,44607,116,2025-10-29
36675,24046,82,2025-04-21
36676,4670,178,2024-04-02
36677,21442,167,2024-05-20
36678,44105,61,2024-04-16
36679,18468,56,2025-06-27
36680,17296,42,2024-05-30
36681,12550,5,2024-02-07
36682,19348,20,2025-10-19
36683,28543,126,2025-04-10
36684,11213,147,2025-05-31
36685,44470,153,2025-10-25
36686,6716,164,2024-02-25
36687,5869,130,2024-10-02
36688,26893,66,2024-11-15
36689,1761,166,2025-11-06
36690,5588,30,2025-06-02
36691,2264,31,2025-03-27
36692,33936,198,2024-12-11
36693,39688,120,2025-08-25
36694,13491,39,2025-08-20
